title,property_size,bedrooms,bathrooms,furnishing,Region,Region Name,Region_Parent_Name,is_boost,price
"5bdrm Duplex in Megamound Estate, Lekki for sale",100.0,5,5,Unfurnished,"Lagos State, Lekki",Lekki,Lagos State,enterprise,420000000
6bdrm Duplex in Apo District for sale,600.0,6,6,Unfurnished,"Abuja (FCT), Apo District",Apo District,Abuja (FCT),diamond,750000000
"4bdrm Duplex in Ikoyi Lagos, Parkview Estate for sale",400.0,4,5,Unfurnished,"Ikoyi, Parkview Estate",Parkview Estate,Lagos State,enterprise,900000000
Furnished 4bdrm Duplex in Adeniyi Jones Ikeja for sale,150.0,4,5,Furnished,"Ikeja, Adeniyi Jones",Adeniyi Jones,Lagos State,enterprise,500000000
5bdrm Duplex in Benin City for sale,900.0,5,7,Unfurnished,"Edo State, Benin City",Benin City,Edo State,enterprise,90000000
4bdrm Duplex in Lugbe District for sale,600.0,4,4,Semi Furnished,"Abuja (FCT), Lugbe District",Lugbe District,Abuja (FCT),diamond,300000000
"3bdrm Block of Flats in Behind Vio Office, Mabushi for sale",1000.0,3,3,Unfurnished,"Abuja (FCT), Mabushi",Mabushi,Abuja (FCT),diamond,168000000
5bdrm Duplex in Magodo Phase 2 Lagos for sale,450.0,5,6,Unfurnished,"Lagos State, Magodo",Magodo,Lagos State,enterprise,480000000
"4bdrm Duplex in Orchild Estate, Chevron for sale",500.0,4,4,Semi Furnished,"Lekki, Chevron",Chevron,Lagos State,enterprise,160000000
"5bdrm Duplex in Orchid, Lekki for sale",100.0,5,5,Unfurnished,"Lagos State, Lekki",Lekki,Lagos State,enterprise,350000000
Furnished 3bdrm Apartment in Surulere Lagos for sale,150.0,3,4,Furnished,"Surulere, Aguda / Surulere",Aguda / Surulere,Lagos State,enterprise,145000000
5bdrm Duplex in Omole Phase 1 for sale,800.0,5,5,Semi Furnished,"Ikeja, Omole Phase 1",Omole Phase 1,Lagos State,enterprise,700000000
4bdrm Duplex in Ikota for sale,500.0,4,4,Semi Furnished,"Lekki, Ikota",Ikota,Lagos State,enterprise,300000000
4bdrm Duplex in Opebi Ikeja Lagos for sale,450.0,4,5,Unfurnished,"Ikeja, Opebi",Opebi,Lagos State,enterprise,450000000
"Furnished 5bdrm Duplex in Kolapo Ishola Gra L, Ibadan for sale",500.0,5,6,Furnished,"Oyo State, Ibadan",Ibadan,Oyo State,enterprise,450000000
4bdrm Duplex in Allen Ikeja for sale,150.0,4,5,Semi Furnished,"Ikeja, Allen Avenue",Allen Avenue,Lagos State,enterprise,400000000
4bdrm House in Ikota for sale,400.0,4,5,Semi Furnished,"Lekki, Ikota",Ikota,Lagos State,enterprise,145000000
6bdrm Duplex in Apo Resettlement for sale,600.0,6,6,Semi Furnished,"Apo District, Apo Resettlement",Apo Resettlement,Apo District,enterprise,650000000
Furnished 2bdrm Apartment in GRA Phase 1 / Port-Harcourt for sale,500.0,2,2,Furnished,"Port-Harcourt, GRA Phase 1 / Port-Harcourt",GRA Phase 1 / Port-Harcourt,Port-Harcourt,enterprise,150000000
2bdrm Apartment in Lekki Phase 1 for sale,500.0,2,2,Semi Furnished,"Lekki, Lekki Phase 1",Lekki Phase 1,Lagos State,enterprise,190000000
4bdrm Duplex in Ikeja GRA for sale,500.0,4,5,Unfurnished,"Ikeja, Ikeja GRA",Ikeja GRA,Lagos State,enterprise,650000000
5bdrm Duplex in Woji for sale,500.0,5,6,Semi Furnished,"Port-Harcourt, Woji",Woji,Port-Harcourt,enterprise,350000000
4bdrm Duplex in Katampe (Main) for sale,400.0,4,5,Semi Furnished,"Katampe, Katampe (Main)",Katampe (Main),Katampe,diamond,330000000
"5bdrm Duplex in Opic, Isheri North for sale",450.0,5,6,Semi Furnished,"Ojodu, Isheri North",Isheri North,Lagos State,enterprise,250000000
"4bdrm Duplex in Crown Estate, Sangotedo for sale",400.0,4,5,Unfurnished,"Ajah, Sangotedo",Sangotedo,Lagos State,enterprise,170000000
"5bdrm Duplex in Eleganza, Lekki for sale",545.0,5,6,Unfurnished,"Lagos State, Lekki",Lekki,Lagos State,enterprise,400000000
3bdrm Penthouse in Lekki Phase 1 for sale,180.0,3,4,Unfurnished,"Lekki, Lekki Phase 1",Lekki Phase 1,Lagos State,enterprise,460000000
4bdrm Duplex in Ikota Lekki Lagos for sale,1000.0,4,4,Unfurnished,"Lekki, Ikota",Ikota,Lagos State,enterprise,135000000
4bdrm Duplex in Lekki Phase 1 for sale,1000.0,4,4,Unfurnished,"Lekki, Lekki Phase 1",Lekki Phase 1,Lagos State,enterprise,450000000
"3bdrm Duplex in Oribanwa Phase 2, for sale",1000.0,3,3,Unfurnished,"Lekki, Ilaje / Lekki",Ilaje / Lekki,Lagos State,enterprise,110000000
"2bdrm Bungalow in Eneka Link Road, Port-Harcourt for sale",250.0,2,3,Unfurnished,"Rivers State, Port-Harcourt",Port-Harcourt,Rivers State,enterprise,60000000
5bdrm Duplex in Ikota for sale,1000.0,5,5,Unfurnished,"Lekki, Ikota",Ikota,Lagos State,enterprise,600000000
4bdrm Duplex in Ikota Lekki Lagos for sale,1000.0,4,4,Unfurnished,"Lekki, Ikota",Ikota,Lagos State,enterprise,140000000
4bdrm Duplex in Ikota Villa Estate for sale,1000.0,4,4,Unfurnished,"Lekki, Ikota",Ikota,Lagos State,enterprise,130000000
2bdrm Apartment in Victoria Island for sale,1000.0,2,2,Unfurnished,"Victoria Island, Victoria Island Extension",Victoria Island Extension,Lagos State,enterprise,450000000
Furnished 4bdrm Bungalow in CHallenge / Ibadan for sale,50.0,4,4,Furnished,"Ibadan, CHallenge / Ibadan",CHallenge / Ibadan,Ibadan,diamond,150000000
"5bdrm Duplex in Chevron Conservative, Lekki for sale",270.0,5,6,Semi Furnished,"Lagos State, Lekki",Lekki,Lagos State,enterprise,450000000
"4bdrm Duplex in Ikota, Lekki for sale",200.0,4,5,Semi Furnished,"Lagos State, Lekki",Lekki,Lagos State,enterprise,250000000
Furnished 5bdrm Duplex in Ibadan for sale,500.0,5,5,Furnished,"Oyo State, Ibadan",Ibadan,Oyo State,diamond,270000000
3bdrm Apartment in Lekki for sale,350.0,3,3,Semi Furnished,"Lekki, Lekki Phase 1",Lekki Phase 1,Lagos State,enterprise,324000000
"3bdrm Block of Flats in Beaufort Court, Lugbe District for sale",220.0,3,3,Unfurnished,"Abuja (FCT), Lugbe District",Lugbe District,Abuja (FCT),diamond,70000000
"5bdrm Duplex in Inside A Gated, Omole Phase 2 for sale",300.0,5,5,Unfurnished,"Ikeja, Omole Phase 2",Omole Phase 2,Lagos State,diamond,800000000
"5bdrm Duplex in In An Esestate, Ikate for sale",400.0,5,5,Unfurnished,"Lekki, Ikate",Ikate,Lagos State,diamond,350000000
5bdrm Duplex in In An Estate for sale,400.0,5,5,Unfurnished,"Ajah, Thomas Estate",Thomas Estate,Lagos State,diamond,295000000
"4bdrm Duplex in Inside An Estate, Ogudu GRA for sale",250.0,4,4,Unfurnished,"Ogudu, Ogudu GRA",Ogudu GRA,Lagos State,diamond,300000000
"3bdrm Apartment in Petrichor Apartments, Lekki for sale",300.0,3,3,Semi Furnished,"Lagos State, Lekki",Lekki,Lagos State,enterprise,160000000
5bdrm Duplex in Wuse Zone 5 for sale,1000.0,5,6,Semi Furnished,"Wuse, Zone 5 / Wuse",Zone 5 / Wuse,Wuse,enterprise,670000000
"Furnished 3bdrm Duplex in Off, Bode Thomas for sale",500.0,3,3,Furnished,"Surulere, Bode Thomas",Bode Thomas,Lagos State,enterprise,400000000
4bdrm House in Akobo for sale,550.0,4,4,Unfurnished,"Ibadan, Akobo",Akobo,Ibadan,enterprise,28000000
Furnished 4bdrm Duplex in Awolowo Way for sale,500.0,4,4,Furnished,"Ikeja, Awolowo Way",Awolowo Way,Lagos State,enterprise,350000000
"Furnished 5bdrm Duplex in Off Apapa Road,Ebute for sale",600.0,5,5,Furnished,"Yaba, Ebute Metta",Ebute Metta,Yaba,enterprise,280000000
Furnished 5bdrm Duplex in GRA Phase 1 for sale,650.0,5,6,Furnished,"Magodo, GRA Phase 1",GRA Phase 1,Lagos State,diamond,200000000
5bdrm Duplex in Mabushi for sale,800.0,5,5,Unfurnished,"Abuja (FCT), Mabushi",Mabushi,Abuja (FCT),diamond,680000000
3bdrm Apartment in Gwarinpa for sale,500.0,3,3,Unfurnished,"Abuja (FCT), Gwarinpa",Gwarinpa,Abuja (FCT),diamond,120000000
4bdrm Duplex in Guzape District for sale,500.0,4,4,Unfurnished,"Abuja (FCT), Guzape District",Guzape District,Abuja (FCT),diamond,450000000
5bdrm House in Asokoro for sale,500.0,5,5,Unfurnished,"Abuja (FCT), Asokoro",Asokoro,Abuja (FCT),diamond,900000000
4bdrm House in Wuse 2 for sale,500.0,4,4,Unfurnished,"Abuja (FCT), Wuse 2",Wuse 2,Abuja (FCT),diamond,750000000
4bdrm House in Gaduwa for sale,500.0,4,4,Unfurnished,"Abuja (FCT), Gaduwa",Gaduwa,Abuja (FCT),diamond,235000000
4bdrm House in Maitama for sale,500.0,4,4,Unfurnished,"Abuja (FCT), Maitama",Maitama,Abuja (FCT),diamond,780000000
4bdrm House in Jahi for sale,500.0,4,4,Unfurnished,"Abuja (FCT), Jahi",Jahi,Abuja (FCT),diamond,370000000
6bdrm Duplex in Dakwo District for sale,700.0,6,6,Unfurnished,"Abuja (FCT), Dakwo District",Dakwo District,Abuja (FCT),diamond,450000000
"4bdrm Duplex in A Well Secured, Ado / Ajah for sale",400.0,4,5,Unfurnished,"Ajah, Ado / Ajah",Ado / Ajah,Lagos State,diamond,210000000
5bdrm Duplex in Ikota Gra for sale,400.0,5,5,Semi Furnished,"Lekki, Ikota",Ikota,Lagos State,diamond,330000000
"4bdrm Duplex in Unity Estate Ojodu, Berger for sale",400.0,4,4,Semi Furnished,"Ojodu, Berger",Berger,Lagos State,enterprise,230000000
"10bdrm Block of Flats in Adekoya, Ifako-Ogba for sale",638.0,10,10,Unfurnished,"Ogba, Ifako-Ogba",Ifako-Ogba,Lagos State,enterprise,450000000
"5bdrm Duplex in A Well Secured, Ikota for sale",400.0,5,6,Unfurnished,"Lekki, Ikota",Ikota,Lagos State,diamond,450000000
"4bdrm Duplex in A Well Secured, Lekki Phase 2 for sale",400.0,4,5,Unfurnished,"Lekki, Lekki Phase 2",Lekki Phase 2,Lagos State,diamond,190000000
4bdrm Duplex in Ikota for sale,300.0,4,4,Unfurnished,"Lekki, Ikota",Ikota,Lagos State,diamond,160000000
4bdrm Duplex in Lekki Expressway for sale,250.0,4,4,Unfurnished,"Lekki, Lekki Expressway",Lekki Expressway,Lagos State,diamond,175000000
4bdrm Duplex in Gaduwa for sale,300.0,4,4,Semi Furnished,"Abuja (FCT), Gaduwa",Gaduwa,Abuja (FCT),diamond,230000000
2bdrm Apartment in Lekki for sale,250.0,2,2,Semi Furnished,"Lagos State, Lekki",Lekki,Lagos State,diamond,140000000
3bdrm Apartment in Maitama for sale,500.0,3,3,Unfurnished,"Abuja (FCT), Maitama",Maitama,Abuja (FCT),enterprise,750000000
2bdrm Apartment in Katampe (Main) for sale,200.0,2,2,Unfurnished,"Katampe, Katampe (Main)",Katampe (Main),Katampe,enterprise,100000000
4bdrm Duplex in Katampe Extension for sale,250.0,4,4,Unfurnished,"Katampe, Katampe Extension",Katampe Extension,Katampe,diamond,450000000
4bdrm Duplex in Lokogoma for sale,600.0,4,4,Unfurnished,"Abuja (FCT), Lokogoma",Lokogoma,Abuja (FCT),enterprise,350000000
5bdrm Duplex in Utako for sale,500.0,5,5,Unfurnished,"Abuja (FCT), Utako",Utako,Abuja (FCT),enterprise,750000000
6bdrm Duplex in Katampe Extension for sale,800.0,6,6,Semi Furnished,"Katampe, Katampe Extension",Katampe Extension,Katampe,diamond,1000000000
4bdrm Duplex in Guzape District for sale,250.0,4,4,Unfurnished,"Abuja (FCT), Guzape District",Guzape District,Abuja (FCT),enterprise,350000000
"4bdrm Bungalow in Idi Ishin Jericho, Ibadan for sale",600.0,4,4,Semi Furnished,"Oyo State, Ibadan",Ibadan,Oyo State,diamond,65000000
3bdrm Apartment in Chevron Toll Gate for sale,276.0,3,3,Unfurnished,"Lekki, Chevron",Chevron,Lagos State,enterprise,120000000
Furnished 3bdrm Apartment in Ikate for sale,850.0,3,3,Furnished,"Lekki, Ikate",Ikate,Lagos State,enterprise,350000000
"5bdrm Duplex in Orchid Road, Ikota for sale",279.0,5,5,Unfurnished,"Lekki, Ikota",Ikota,Lagos State,enterprise,320000000
5bdrm Duplex in Ikota for sale,287.0,5,5,Unfurnished,"Lekki, Ikota",Ikota,Lagos State,enterprise,420000000
2bdrm Apartment in Sangotedo for sale,800.0,2,2,Unfurnished,"Ajah, Sangotedo",Sangotedo,Lagos State,enterprise,55000000
Furnished 7bdrm Block of Flats in Alakuko for sale,648.0,7,8,Furnished,"Ifako-Ijaiye, Alakuko",Alakuko,Lagos State,diamond,95000000
"4bdrm Duplex in Omole Estate Phase 1, Berger for sale",300.0,4,4,Semi Furnished,"Ojodu, Berger",Berger,Lagos State,enterprise,500000000
5bdrm Mansion in Apo Resettlement for sale,310.0,5,5,Unfurnished,"Apo District, Apo Resettlement",Apo Resettlement,Apo District,diamond,520000000
7bdrm Duplex in Unity Estate Egbeda for sale,650.0,7,7,Semi Furnished,"Alimosho, Egbeda",Egbeda,Lagos State,diamond,200000000
4bdrm House in Mabushi for sale,250.0,4,5,Unfurnished,"Abuja (FCT), Mabushi",Mabushi,Abuja (FCT),diamond,250000000
4bdrm Mansion in Guzape District for sale,250.0,4,5,Unfurnished,"Abuja (FCT), Guzape District",Guzape District,Abuja (FCT),diamond,450000000
4bdrm Duplex in Dawaki for sale,300.0,4,6,Semi Furnished,"Gwarinpa, Dawaki",Dawaki,Gwarinpa,diamond,170000000
4bdrm Duplex in Gaduwa for sale,250.0,4,5,Unfurnished,"Abuja (FCT), Gaduwa",Gaduwa,Abuja (FCT),diamond,260000000
4bdrm Duplex in Mabushi for sale,310.0,4,5,Unfurnished,"Abuja (FCT), Mabushi",Mabushi,Abuja (FCT),diamond,350000000
3bdrm Block of Flats in Katampe (Main) for sale,150.0,3,4,Semi Furnished,"Katampe, Katampe (Main)",Katampe (Main),Katampe,diamond,165000000
5bdrm Duplex in Kado for sale,400.0,5,5,Unfurnished,"Abuja (FCT), Kado",Kado,Abuja (FCT),diamond,800000000
5bdrm Duplex in Mabushi for sale,310.0,5,7,Unfurnished,"Abuja (FCT), Mabushi",Mabushi,Abuja (FCT),diamond,950000000
Furnished 4bdrm Duplex in Allen Ikeja for sale,500.0,4,4,Furnished,"Ikeja, Allen Avenue",Allen Avenue,Lagos State,diamond,240000000
Furnished 3bdrm Duplex in Opebi for sale,500.0,3,3,Furnished,"Ikeja, Opebi",Opebi,Lagos State,diamond,200000000
2bdrm Block of Flats in Crd Area Lugbe for sale,1500.0,2,3,Unfurnished,"Abuja (FCT), Lugbe District",Lugbe District,Abuja (FCT),diamond,150000000
"3bdrm Block of Flats in I L O, Ado-Odo/Ota for sale",900.0,3,4,Semi Furnished,"Ogun State, Ado-Odo/Ota",Ado-Odo/Ota,Ogun State,diamond,55000000
5bdrm House in Lekki for sale,1000.0,5,5,Semi Furnished,"Ajah, Off Lekki-Epe Expressway",Off Lekki-Epe Expressway,Lagos State,enterprise,700000000
4bdrm Duplex in Vgc By Harris Drive for sale,268.0,4,4,Unfurnished,"Ajah, VGC / Ajah",VGC / Ajah,Lagos State,diamond,150000000
4bdrm Duplex in Life Camp for sale,500.0,4,4,Semi Furnished,"Gwarinpa, Life Camp",Life Camp,Gwarinpa,diamond,550000000
4bdrm Duplex in Ologolo for sale,340.0,4,4,Unfurnished,"Lekki, Ologolo",Ologolo,Lagos State,enterprise,250000000
3bdrm Apartment in Oke-Afa for sale,717.0,3,3,Unfurnished,"Isolo, Oke-Afa",Oke-Afa,Lagos State,diamond,270000000
1bdrm Apartment in Sangotedo for sale,300.0,1,1,Unfurnished,"Ajah, Sangotedo",Sangotedo,Lagos State,enterprise,40000000
"3bdrm Apartment in Ajah, Off Lekki-Epe Expressway for sale",300.0,3,3,Unfurnished,"Ajah, Off Lekki-Epe Expressway",Off Lekki-Epe Expressway,Lagos State,enterprise,85000000
5bdrm Duplex in Sangotedo for sale,360.0,5,5,Unfurnished,"Ajah, Sangotedo",Sangotedo,Lagos State,enterprise,300000000
4bdrm Duplex in VGC / Ajah for sale,280.0,4,4,Unfurnished,"Ajah, VGC / Ajah",VGC / Ajah,Lagos State,enterprise,220000000
"Furnished 3bdrm Duplex in Shell Cooperative, Port-Harcourt for sale",300.0,3,4,Furnished,"Rivers State, Port-Harcourt",Port-Harcourt,Rivers State,enterprise,250000000
"5bdrm House in Orchid, Chevron for sale",340.0,5,5,Unfurnished,"Lekki, Chevron",Chevron,Lagos State,enterprise,400000000
"4bdrm Duplex in Orchid, Chevron for sale",280.0,4,4,Unfurnished,"Lekki, Chevron",Chevron,Lagos State,enterprise,220000000
"11bdrm Duplex in Ameachi School Road, Port-Harcourt for sale",942.0,11,12,Semi Furnished,"Rivers State, Port-Harcourt",Port-Harcourt,Rivers State,enterprise,500000000
17bdrm Block of Flats in Bodija Estate for sale,4300.0,17,18,Unfurnished,"Ibadan, Bodija",Bodija,Ibadan,enterprise,650000000
5bdrm Duplex in Eneka Port Harcourt for sale,459.0,5,5,Unfurnished,"Rivers State, Port-Harcourt",Port-Harcourt,Rivers State,enterprise,75000000
4bdrm Duplex in Adeniyi Jones for sale,280.0,4,4,Unfurnished,"Ikeja, Adeniyi Jones",Adeniyi Jones,Lagos State,diamond,450000000
4bdrm Duplex in Doxa Road Peter Port for sale,465.0,4,6,Unfurnished,"Rivers State, Port-Harcourt",Port-Harcourt,Rivers State,enterprise,200000000
"4bdrm Duplex in Akoto Estate Elebu, Akala Express for sale",500.0,4,5,Unfurnished,"Ibadan, Akala Express",Akala Express,Ibadan,enterprise,115000000
"5bdrm Duplex in In Lekki, Sangotedo for sale",400.0,5,5,Semi Furnished,"Ajah, Sangotedo",Sangotedo,Lagos State,diamond,850000000
2bdrm Apartment in Ikate for sale,250.0,2,2,Unfurnished,"Lekki, Ikate",Ikate,Lagos State,enterprise,240000000
2bdrm Apartment in Ikate for sale,200.0,2,2,Unfurnished,"Lekki, Ikate",Ikate,Lagos State,enterprise,120000000
4bdrm Duplex in Jahi for sale,800.0,4,4,Unfurnished,"Abuja (FCT), Jahi",Jahi,Abuja (FCT),enterprise,600000000
5bdrm Duplex in Jahi for sale,200.0,5,5,Unfurnished,"Abuja (FCT), Jahi",Jahi,Abuja (FCT),enterprise,350000000
"4bdrm Duplex in Gowon Estate, Egbeda for sale",220.0,4,4,Semi Furnished,"Alimosho, Egbeda",Egbeda,Lagos State,enterprise,220000000
4bdrm Apartment in Ikeja Gra for sale,650.0,4,4,Semi Furnished,"Ikeja, Ikeja GRA",Ikeja GRA,Lagos State,enterprise,500000000
3bdrm Duplex in Lugbe District for sale,600.0,3,4,Unfurnished,"Abuja (FCT), Lugbe District",Lugbe District,Abuja (FCT),diamond,100000000
6bdrm Duplex in Ojodu for sale,450.0,6,6,Unfurnished,"Lagos State, Ojodu",Ojodu,Lagos State,diamond,330000000
"7bdrm Duplex in Oko Oba, Agege for sale",530.0,7,7,Unfurnished,"Lagos State, Agege",Agege,Lagos State,diamond,330000000
"5bdrm House in Akora Estate, Adeniyi Jones for sale",500.0,5,6,Semi Furnished,"Ikeja, Adeniyi Jones",Adeniyi Jones,Lagos State,diamond,450000000
Mini Flat in Magodo Phase 1 for sale,530.0,1,1,Unfurnished,"Magodo, GRA Phase 1",GRA Phase 1,Lagos State,diamond,55000000
4bdrm Duplex in An Estate At Meiran for sale,500.0,4,4,Unfurnished,"Agege, Meiran",Meiran,Lagos State,diamond,110000000
"4bdrm Bungalow in Eneka , Port for sale",400.0,4,4,Semi Furnished,"Port-Harcourt, Eneka",Eneka,Port-Harcourt,diamond,75000000
"5bdrm Duplex in Nta Road , Port for sale",1476.0,5,5,Semi Furnished,"Rivers State, Port-Harcourt",Port-Harcourt,Rivers State,diamond,300000000
3bdrm Apartment in Lekki Phase 1 for sale,300.0,3,4,Unfurnished,"Lekki, Lekki Phase 1",Lekki Phase 1,Lagos State,diamond,400000000
4bdrm Duplex in Ajah for sale,500.0,4,5,Unfurnished,"Lagos State, Ajah",Ajah,Lagos State,diamond,260000000
6bdrm Duplex in Eneka Road Rukpokwu for sale,1000.0,6,6,Semi Furnished,"Port-Harcourt, Rukpokwu",Rukpokwu,Port-Harcourt,diamond,145000000
"3bdrm Bungalow in Rumudara , Port, Rumuodara for sale",465.0,3,3,Semi Furnished,"Port-Harcourt, Rumuodara",Rumuodara,Port-Harcourt,diamond,45500000
"5bdrm Duplex in Inside An Estate, for sale",470.0,5,5,Semi Furnished,"Abia State, Umuahia",Umuahia,Abia State,diamond,285000000
4bdrm Duplex in Lekki Phase 1 for sale,450.0,4,5,Unfurnished,"Lekki, Lekki Phase 1",Lekki Phase 1,Lagos State,diamond,450000000
"5bdrm Duplex in Off Sars Rd,Near for sale",930.0,5,5,Unfurnished,"Port-Harcourt, Rukpokwu",Rukpokwu,Port-Harcourt,diamond,130000000
3bdrm Block of Flats in Abule Egba for sale,648.0,3,3,Unfurnished,"Lagos State, Abule Egba",Abule Egba,Lagos State,diamond,100000000
2bdrm Apartment in Victoria Island Extension for sale,200.0,2,3,Unfurnished,"Victoria Island, Victoria Island Extension",Victoria Island Extension,Lagos State,diamond,350000000
4bdrm Bungalow in Ayobo for sale,300.0,4,4,Unfurnished,"Ipaja, Ayobo",Ayobo,Lagos State,diamond,35000000
"5bdrm Block of Flats in Mercyland Estate, Egbeda for sale",600.0,5,4,Semi Furnished,"Alimosho, Egbeda",Egbeda,Lagos State,diamond,85000000
2bdrm Bungalow in Falegan Ado Ekiti for sale,1337.0,2,2,Unfurnished,"Ekiti State, Ado Ekiti",Ado Ekiti,Ekiti State,diamond,35000000
"4bdrm Bungalow in Ahoyaya Estate,Ile for sale",450.0,4,3,Semi Furnished,"Ibadan, Jericho",Jericho,Ibadan,enterprise,75000000
"3bdrm Bungalow in Agric Estate, Igando / Ikotun/Igando for sale",350.0,3,3,Semi Furnished,"Ikotun/Igando, Igando / Ikotun/Igando",Igando / Ikotun/Igando,Lagos State,diamond,45000000
Furnished 5bdrm Duplex in Ayobo for sale,600.0,5,5,Furnished,"Ipaja, Ayobo",Ayobo,Lagos State,diamond,230000000
"3bdrm Block of Flats in Mummy B, Boibu-Oromerizemgbo for sale",1860.0,3,3,Semi Furnished,"Port-Harcourt, Boibu-Oromerizemgbo",Boibu-Oromerizemgbo,Port-Harcourt,diamond,900000000
"Furnished 4bdrm Duplex in Magodo, GRA Phase 1 for sale",300.0,4,4,Furnished,"Magodo, GRA Phase 1",GRA Phase 1,Lagos State,diamond,350000000
4bdrm Block of Flats in Idimu for sale,600.0,4,4,Unfurnished,"Egbe/Idimu, Idimu",Idimu,Lagos State,diamond,140000000
"3bdrm Block of Flats in Council, Isheri / Egbe Idimu for sale",500.0,3,3,Semi Furnished,"Egbe/Idimu, Isheri / Egbe Idimu",Isheri / Egbe Idimu,Lagos State,diamond,230000000
4bdrm Duplex in Ikota for sale,400.0,4,5,Unfurnished,"Lekki, Ikota",Ikota,Lagos State,diamond,170000000
"5bdrm Duplex in Gwarimpa Estate Fct, Gwarinpa for sale",800.0,5,6,Unfurnished,"Abuja (FCT), Gwarinpa",Gwarinpa,Abuja (FCT),diamond,180000000
2bdrm Block of Flats in Sabon Lugbe for sale,1000.0,2,2,Semi Furnished,"Lugbe District, Sabon Lugbe",Sabon Lugbe,Lagos State,diamond,57000000
"3bdrm Bungalow in Lugbe District., FHA for sale",600.0,3,4,Unfurnished,"Lugbe District, FHA",FHA,Lagos State,diamond,40000000
4bdrm Duplex in Jahi Gilmore for sale,500.0,4,5,Semi Furnished,"Abuja (FCT), Jahi",Jahi,Abuja (FCT),enterprise,400000000
5bdrm Duplex in Ikeja for sale,300.0,5,5,Semi Furnished,"Lagos State, Ikeja",Ikeja,Lagos State,diamond,450000000
4bdrm Duplex in Oko Oba Scheme 1 for sale,300.0,4,4,Semi Furnished,"Agege, Oko-Oba",Oko-Oba,Lagos State,diamond,250000000
2bdrm Apartment in Durumi Abuja for sale,500.0,2,3,Semi Furnished,"Abuja (FCT), Durumi",Durumi,Abuja (FCT),enterprise,75000000
"5bdrm Duplex in Not Estate, Akowonjo for sale",500.0,5,5,Semi Furnished,"Alimosho, Akowonjo",Akowonjo,Lagos State,diamond,270000000
"2bdrm Apartment in Lifecamp, Abuja for sale",300.0,2,3,Semi Furnished,"Gwarinpa, Life Camp",Life Camp,Gwarinpa,enterprise,60000000
"4bdrm Duplex in Gwarinpa Main, Abuja for sale",500.0,4,5,Semi Furnished,"Abuja (FCT), Gwarinpa",Gwarinpa,Abuja (FCT),enterprise,365000000
"4bdrm Duplex in Nureni Yusuf Estate, Abule Egba for sale",300.0,4,4,Semi Furnished,"Lagos State, Abule Egba",Abule Egba,Lagos State,diamond,165000000
3bdrm Block of Flats in Gaduwa for sale,200.0,3,3,Unfurnished,"Abuja (FCT), Gaduwa",Gaduwa,Abuja (FCT),diamond,80000000
"4bdrm Duplex in Lugbe, FHA for sale",750.0,4,5,Unfurnished,"Lugbe District, FHA",FHA,Lagos State,diamond,150000000
"3bdrm Block of Flats in Zion Estates, Akobo for sale",600.0,3,3,Unfurnished,"Ibadan, Akobo",Akobo,Ibadan,diamond,45000000
"9bdrm Duplex in Not Estate, Apapa for sale",1200.0,9,12,Semi Furnished,"Lagos State, Apapa",Apapa,Lagos State,diamond,450000000
"16bdrm Block of Flats in Not Estate, Alagbado for sale",700.0,16,20,Semi Furnished,"Ifako-Ijaiye, Alagbado",Alagbado,Lagos State,diamond,200000000
5bdrm Duplex in Katampe (Main) for sale,500.0,5,7,Unfurnished,"Katampe, Katampe (Main)",Katampe (Main),Katampe,diamond,390000000
3bdrm Duplex in Lugbe District for sale,500.0,3,5,Unfurnished,"Abuja (FCT), Lugbe District",Lugbe District,Abuja (FCT),diamond,170000000
Furnished 5bdrm Duplex in Isheri North for sale,800.0,5,5,Furnished,"Ojodu, Isheri North",Isheri North,Lagos State,diamond,349000000
"Furnished 5bdrm Duplex in Private Estate Lekki, Ikota for sale",600.0,5,5,Furnished,"Lekki, Ikota",Ikota,Lagos State,diamond,580000000
"Furnished 4bdrm Duplex in Private Estate Lekki, Chevron for sale",500.0,4,4,Furnished,"Lekki, Chevron",Chevron,Lagos State,diamond,120000000
4bdrm Duplex in Omole Phase2 Estate for sale,300.0,4,6,Semi Furnished,"Ikeja, Omole Phase 2",Omole Phase 2,Lagos State,enterprise,250000000
"Furnished 5bdrm Duplex in Private Estate Lekki, Ikate for sale",600.0,5,5,Furnished,"Lekki, Ikate",Ikate,Lagos State,diamond,850000000
Furnished 5bdrm Mansion in Private Estate Ikota for sale,700.0,5,5,Furnished,"Lekki, Ikota",Ikota,Lagos State,diamond,480000000
"Furnished 5bdrm Duplex in Residential Area, Lakowe for sale",650.0,5,5,Furnished,"Ibeju, Lakowe",Lakowe,Lagos State,diamond,110000000
4bdrm House in Sangotedo for sale,400.0,4,4,Semi Furnished,"Ajah, Sangotedo",Sangotedo,Lagos State,diamond,120000000
"4bdrm Duplex in Private Estate , Bogije for sale",500.0,4,4,Semi Furnished,"Ibeju, Bogije",Bogije,Lagos State,diamond,130000000
Furnished 5bdrm Duplex in Royal Gardens Estate for sale,775.0,5,5,Furnished,"Ajah, Lekki Gardens Estate",Lekki Gardens Estate,Lagos State,diamond,470000000
Furnished 4bdrm House in Ajah for sale,400.0,4,4,Furnished,"Ajah, VGC / Ajah",VGC / Ajah,Lagos State,diamond,180000000
